score,feature,n,mediana,IQR,media,std
0,frecuencia,149,1.1896500446119598,0.39837069789438684,1.2799512632773373,0.7687690284478154
0,cadencia,149,1.1876813601831464,0.37348894752300543,1.1390903480914583,0.25503378425520257
0,intervalo_medio,149,0.8419766728054021,0.2930219001610307,0.9309022681382769,0.24779660454463906
0,amplitud_media,149,1053.0628693210606,443.99730425692474,1213.1962264997476,560.697982062909
0,amplitud_cv,149,0.12309399022658579,0.08298879043666997,0.12495456344335196,0.05268348269970102
0,amplitud_max,149,1306.8471601685492,506.69035676610065,1483.308756979707,708.8232608633328
0,amplitud_angular_media,149,16.865101439574193,14.489113644580287,20.814846377116226,10.861266966715226
0,rango_angular_total,149,153.3559312796782,116.68878488433185,170.40604801332344,94.52527314888228
0,velocidad_pico_media,149,526.5314346605302,221.99865212846225,606.5981132498739,280.34899103145443
0,velocidad_pico_max,149,773.0770194356501,287.0322570474656,868.2496703599771,403.0122344824125
0,regularidad,149,87.69060097734143,8.298879043667,87.5045436556648,5.268348269970103
0,compensacion_lateral,149,18.75899984251049,14.451039402421266,22.041496721793205,13.560603549424057
0,jerk_rms,149,4.679393059633169,1.8032218410360823,5.874775692012697,4.057611673223339
0,jerk_rms_angular,149,2854.334789280504,1352.3641388266892,3796.7800056173546,2959.9056385540903
0,rms_acc_lateral,149,0.6721931631945262,0.14109269284852144,0.677803497863315,0.1401182225078049
0,energia_relativa_x,149,0.9908264717402381,0.00877503281331804,0.9862077035478181,0.012195470898238163
0,rango_wx,149,1430.5020947626895,535.5272753382048,1613.758358144645,782.7609879151381
0,rango_wy,149,123.15699648584071,89.54719012139523,145.4050932225015,89.74869249004642
0,rango_wz,149,103.67143451181568,101.67171967834875,139.83988045266958,94.3473041602111
1,frecuencia,59,1.3850415512465282,0.10326211031468935,1.3901865221224283,0.08559901848577979
1,cadencia,59,1.1303552989663843,0.12555462968145337,1.1308937585296723,0.10526921850304323
1,intervalo_medio,59,0.8846775884665792,0.10109924861792363,0.8915424220523585,0.07913960618090736
1,amplitud_media,59,1587.0141093309649,174.40363583163435,1584.5664428282082,129.29444550359304
1,amplitud_cv,59,0.07680653493834853,0.03378744485663453,0.08389238412143502,0.0292546339646856
1,amplitud_max,59,1784.981821748346,225.09256877837606,1800.240723251519,184.38844721113102
1,amplitud_angular_media,59,18.248778929514835,8.211970334017206,21.986477387898404,13.571582323588467
1,rango_angular_total,59,198.86295118891283,22.315631634231465,210.47908404833632,68.45389556234935
1,velocidad_pico_media,59,793.5070546654824,87.20181791581717,792.2832214141041,64.6472227517965
1,velocidad_pico_max,59,975.5016544949618,161.50255822069357,994.6127172271639,124.48026903847675
1,regularidad,59,92.31934650616515,3.3787444856634465,91.6107615878565,2.92546339646856
1,compensacion_lateral,59,29.317978163350357,9.053867444575701,31.858417991594223,8.635796737164204
1,jerk_rms,59,5.929819299347053,0.8249722463615647,6.078111490657378,0.6922877894439106
1,jerk_rms_angular,59,3882.5431299235656,528.2649191012479,3864.53785380401,456.6990152274874
1,rms_acc_lateral,59,0.6888543475490065,0.10401115369452418,0.6971472248140697,0.07065348062682639
1,energia_relativa_x,59,0.9864608396355163,0.011456418528437706,0.9829033230560505,0.008905409613599388
1,rango_wx,59,1856.3874506230216,249.96350331256576,1876.2901664684218,196.0361798419108
1,rango_wy,59,220.65291685043962,73.87230148601657,229.13782405595438,51.538124223342216
1,rango_wz,59,141.49130166308922,64.96708799894205,163.65572198564294,78.47267592368141
2,frecuencia,61,1.0396361273554187,0.21672948220085175,1.0739356400506446,0.14428122495023665
2,cadencia,61,0.7108950770922601,0.12568231791557205,0.7122603076150341,0.08807873530777403
2,intervalo_medio,61,1.4066773455377577,0.25151767629251953,1.4257388738639372,0.17787054036546443
2,amplitud_media,61,1412.5756926905385,235.45133300142447,1398.1131599348016,148.9080368456446
2,amplitud_cv,61,0.09545762793245459,0.04233700184058754,0.09978691531469681,0.03222864838568652
2,amplitud_max,61,1678.6679167879279,309.9880631495919,1632.6419314242903,201.78626675318924
2,amplitud_angular_media,61,18.0416066351057,10.388264286753103,21.078018684469754,9.60391816417668
2,rango_angular_total,61,190.69336557406345,20.16293893037519,193.6879762493184,19.252425521155708
2,velocidad_pico_media,61,706.2878463452693,117.72566650071224,699.0565799674008,74.45401842282227
2,velocidad_pico_max,61,896.7665720739242,210.55832519713942,896.1748018704526,123.48998995501671
2,regularidad,61,90.45423720675454,4.233700184058748,90.02130846853032,3.222864838568652
2,compensacion_lateral,61,23.060459625349537,7.813376631993439,24.560210109554614,6.287666613445472
2,jerk_rms,61,4.51944505373052,0.6030899778417416,4.600365640308991,0.4463020944908724
2,jerk_rms_angular,61,2785.7372737604774,670.8011303132353,2780.629020376182,461.15862030300514
2,rms_acc_lateral,61,0.6429628054620931,0.08662434491603976,0.6527504750966461,0.06025145900180734
2,energia_relativa_x,61,0.9837454957506457,0.010187240724949587,0.9832614345324834,0.008682072862150638
2,rango_wx,61,1734.5002677384018,353.1162775513112,1710.2046054928217,216.87528649367496
2,rango_wy,61,193.08847497924754,52.0711640906481,197.76873651465445,37.448856010525994
2,rango_wz,61,128.66571775737333,48.67213761916781,148.68049012420528,56.07132356815195
3,frecuencia,62,0.6954332778094143,0.10574436290385825,0.6696371691761875,0.1781868835849032
3,cadencia,62,0.372927766408598,0.043578762584073394,0.37838363228113014,0.03492177536545967
3,intervalo_medio,62,2.6814883858898013,0.3137107458268482,2.6644000745982632,0.23511798161123235
3,amplitud_media,62,1040.6419321265232,120.61242837802365,1066.9120556717626,115.26552196719084
3,amplitud_cv,62,0.1204271459047967,0.05687431654786208,0.12571325772456127,0.03892674584384523
3,amplitud_max,62,1268.88815230114,244.9170533712636,1327.070410179072,196.57452521518545
3,amplitud_angular_media,62,22.436190473593236,13.669246364853066,24.71022722708708,12.671060198074134
3,rango_angular_total,62,190.77090172778378,32.78139276094987,218.2004138449467,155.05164626334525
3,velocidad_pico_media,62,520.3209660632617,60.306214189011826,533.4560278358813,57.63276098359541
3,velocidad_pico_max,62,725.9792276147981,118.11880006760953,750.2708880622974,153.33127764900075
3,regularidad,62,87.95728540952032,5.687431654786209,87.42867422754388,3.8926745843845216
3,compensacion_lateral,62,15.768826739586057,7.930585671032876,16.65270350716056,5.375979121122727
3,jerk_rms,62,2.872802014158597,0.2677841292320462,2.9058775016463123,0.24410397805455217
3,jerk_rms_angular,62,1466.4048900868083,260.6163202295311,1514.8166060543474,237.53863156691014
3,rms_acc_lateral,62,0.585432716600063,0.0672155270359841,0.5933005293358071,0.05835574024270021
3,energia_relativa_x,62,0.9859176427973335,0.01765277026612444,0.9825838285921179,0.010568799165027473
3,rango_wx,62,1354.6138193955962,191.925180604067,1402.0235996141466,230.10208303155596
3,rango_wy,62,155.59407982363592,75.61137029286101,162.41479890771117,56.14193104810313
3,rango_wz,62,106.81914152612316,41.362944791243905,114.70883038315846,41.06412415912503
4,frecuencia,60,0.3241029212150961,0.26307669858919935,0.39538388373827194,0.1961377992121532
4,cadencia,60,0.23564478416975723,0.040033082971109635,0.23825453214372946,0.029381491517487014
4,intervalo_medio,60,4.243742987001907,0.721746220093741,4.260014271552437,0.5157715760124457
4,amplitud_media,60,874.598399134429,161.09541714132445,851.2019481679384,155.66336376859851
4,amplitud_cv,60,0.12153542295710278,0.04891627378021228,0.13032271975071075,0.04272423061774632
4,amplitud_max,60,1049.7930249503238,243.47409015029984,1047.8350278832384,201.60140739827577
4,amplitud_angular_media,60,22.778489202612047,10.37589806741768,22.98393559067279,9.303479899698223
4,rango_angular_total,60,176.5542418437905,35.83996640964719,184.58023017638712,36.378871101021616
4,velocidad_pico_media,60,437.2991995672145,80.54770857066217,425.6009740839692,77.83168188429924
4,velocidad_pico_max,60,594.4325547296921,143.08019531556556,596.9794264467085,115.33672363703155
4,regularidad,60,87.84645770428972,4.891627378021212,86.96772802492892,4.272423061774632
4,compensacion_lateral,60,11.488663670611677,3.6710343552801135,11.730077479441936,2.9393968122849015
4,jerk_rms,60,2.0719394730706293,0.35020723620956007,2.0453592629022244,0.36326152950254853
4,jerk_rms_angular,60,959.4641461506808,240.98136754192274,945.120296055498,204.70454639850522
4,rms_acc_lateral,60,0.5750206081385207,0.18354451230959407,0.5811575272646065,0.11830848658107682
4,energia_relativa_x,60,0.9825795683127436,0.011366535911491726,0.9786191462421837,0.03043813577998933
4,rango_wx,60,1095.1333156273263,230.94127788743037,1103.3186102714585,211.9079732777316
4,rango_wy,60,124.96601071139554,64.36355679668884,123.62960649733388,37.122593807363664
4,rango_wz,60,99.66941637172216,37.245037682062716,95.59414842505949,25.94744651727883
